DATE (ddd.MMM.dd.yyyy hh:mm:ss.zzz),<int>,<float>,<string>,<uint8_t>,<int8_t>,<char>,RX hz,TX hz,CRC Errors,graph(0)->data.size()
Mon.May.02.2022 13:17:41.090,13,-2.40938,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,376
Mon.May.02.2022 13:17:41.090,13,-2.43573,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,376
Mon.May.02.2022 13:17:41.105,13,-2.46049,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,377
Mon.May.02.2022 13:17:41.105,13,-2.48373,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,377
Mon.May.02.2022 13:17:41.105,13,-2.50533,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,377
Mon.May.02.2022 13:17:41.105,13,-2.52541,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,377
Mon.May.02.2022 13:17:41.237,13,-2.54376,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,378
Mon.May.02.2022 13:17:41.237,13,-2.54376,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,378
Mon.May.02.2022 13:17:41.237,13,-2.54376,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,378
Mon.May.02.2022 13:17:41.237,13,-2.56052,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,378
Mon.May.02.2022 13:17:41.253,13,-2.5756,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,379
Mon.May.02.2022 13:17:41.253,13,-2.58924,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,379
Mon.May.02.2022 13:17:41.253,13,-2.60139,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,379
Mon.May.02.2022 13:17:41.253,13,-2.61211,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,379
Mon.May.02.2022 13:17:41.268,13,-2.6214,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,379
Mon.May.02.2022 13:17:41.268,13,-2.62927,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,380
Mon.May.02.2022 13:17:41.268,13,-2.6358,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,380
Mon.May.02.2022 13:17:41.401,13,-2.64098,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,381
Mon.May.02.2022 13:17:41.403,13,-2.64481,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,381
Mon.May.02.2022 13:17:41.403,13,-2.64481,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,381
Mon.May.02.2022 13:17:41.413,13,-2.64733,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,381
Mon.May.02.2022 13:17:41.413,13,-2.64858,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,382
Mon.May.02.2022 13:17:41.421,13,-2.64858,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,382
Mon.May.02.2022 13:17:41.421,13,-2.64735,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,382
Mon.May.02.2022 13:17:41.421,13,-2.64493,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,382
Mon.May.02.2022 13:17:41.431,13,-2.64135,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,383
Mon.May.02.2022 13:17:41.431,13,-2.63663,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,383
Mon.May.02.2022 13:17:41.563,13,-2.63083,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,384
Mon.May.02.2022 13:17:41.563,13,-2.62397,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,384
Mon.May.02.2022 13:17:41.563,13,-2.6161,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,384
Mon.May.02.2022 13:17:41.563,13,-2.6161,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,384
Mon.May.02.2022 13:17:41.580,13,-2.6161,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,385
Mon.May.02.2022 13:17:41.580,13,-2.60727,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,385
Mon.May.02.2022 13:17:41.580,13,-2.59748,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,385
Mon.May.02.2022 13:17:41.580,13,-2.58679,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,385
Mon.May.02.2022 13:17:41.580,13,-2.57525,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,385
Mon.May.02.2022 13:17:41.596,13,-2.56293,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,386
Mon.May.02.2022 13:17:41.596,13,-2.54981,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,386
Mon.May.02.2022 13:17:41.596,13,-2.53566,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,386
Mon.May.02.2022 13:17:41.710,13,-2.5208,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,387
Mon.May.02.2022 13:17:41.710,13,-2.50529,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,387
Mon.May.02.2022 13:17:41.710,13,-2.48915,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,387
Mon.May.02.2022 13:17:41.710,13,-2.48915,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,387
Mon.May.02.2022 13:17:41.725,13,-2.47246,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,388
Mon.May.02.2022 13:17:41.725,13,-2.45526,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,388
Mon.May.02.2022 13:17:41.732,13,-2.4376,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,388
Mon.May.02.2022 13:17:41.732,13,-2.41952,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,388
Mon.May.02.2022 13:17:41.732,13,-2.40103,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,388
Mon.May.02.2022 13:17:41.732,13,-2.38229,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,388
Mon.May.02.2022 13:17:41.863,13,-2.36329,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,389
Mon.May.02.2022 13:17:41.863,13,-2.34403,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,389
Mon.May.02.2022 13:17:41.863,13,-2.32467,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,389
Mon.May.02.2022 13:17:41.863,13,-2.3052,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,389
Mon.May.02.2022 13:17:41.879,13,-2.3052,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,390
Mon.May.02.2022 13:17:41.879,13,-2.3052,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,390
Mon.May.02.2022 13:17:41.879,13,-2.28568,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,390
Mon.May.02.2022 13:17:41.879,13,-2.2661,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,390
Mon.May.02.2022 13:17:41.879,13,-2.24663,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,390
Mon.May.02.2022 13:17:41.894,13,-2.22726,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,391
Mon.May.02.2022 13:17:41.894,13,-2.20803,MCU is reading properly,253,-12,G,1.00 kHz,0.98 Hz,0,391
Mon.May.02.2022 13:17:42.026,13,-2.189,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,392
Mon.May.02.2022 13:17:42.032,13,-2.17021,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,392
Mon.May.02.2022 13:17:42.032,13,-2.15172,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,392
Mon.May.02.2022 13:17:42.032,13,-2.13356,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,392
Mon.May.02.2022 13:17:42.032,13,-2.11579,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,392
Mon.May.02.2022 13:17:42.032,13,-2.11579,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,392
Mon.May.02.2022 13:17:42.048,13,-2.09845,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,393
Mon.May.02.2022 13:17:42.048,13,-2.08158,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,393
Mon.May.02.2022 13:17:42.048,13,-2.06523,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,393
Mon.May.02.2022 13:17:42.048,13,-2.04944,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,393
Mon.May.02.2022 13:17:42.179,13,-2.03424,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,394
Mon.May.02.2022 13:17:42.179,13,-2.01969,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,394
Mon.May.02.2022 13:17:42.179,13,-2.00581,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,394
Mon.May.02.2022 13:17:42.179,13,-1.99269,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,394
Mon.May.02.2022 13:17:42.179,13,-1.98032,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,394
Mon.May.02.2022 13:17:42.195,13,-1.96872,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,395
Mon.May.02.2022 13:17:42.195,13,-1.96872,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,395
Mon.May.02.2022 13:17:42.195,13,-1.96872,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,395
Mon.May.02.2022 13:17:42.195,13,-1.95803,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,395
Mon.May.02.2022 13:17:42.210,13,-1.94826,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,396
Mon.May.02.2022 13:17:42.210,13,-1.93937,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,396
Mon.May.02.2022 13:17:42.210,13,-1.93135,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,396
Mon.May.02.2022 13:17:42.348,13,-1.9242,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,397
Mon.May.02.2022 13:17:42.348,13,-1.91795,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,397
Mon.May.02.2022 13:17:42.348,13,-1.91264,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,397
Mon.May.02.2022 13:17:42.348,13,-1.90829,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,397
Mon.May.02.2022 13:17:42.348,13,-1.90493,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,397
Mon.May.02.2022 13:17:42.364,13,-1.90251,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,398
Mon.May.02.2022 13:17:42.364,13,-1.90251,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,398
Mon.May.02.2022 13:17:42.364,13,-1.90113,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,398
Mon.May.02.2022 13:17:42.364,13,-1.90082,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,398
Mon.May.02.2022 13:17:42.379,13,-1.90159,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,399
Mon.May.02.2022 13:17:42.511,13,-1.90345,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,400
Mon.May.02.2022 13:17:42.511,13,-1.90642,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,400
Mon.May.02.2022 13:17:42.511,13,-1.91049,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,400
Mon.May.02.2022 13:17:42.511,13,-1.91568,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,400
Mon.May.02.2022 13:17:42.526,13,-1.922,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,401
Mon.May.02.2022 13:17:42.533,13,-1.92943,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,401
Mon.May.02.2022 13:17:42.533,13,-1.93798,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,401
Mon.May.02.2022 13:17:42.533,13,-1.93798,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,401
Mon.May.02.2022 13:17:42.533,13,-1.93798,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,401
Mon.May.02.2022 13:17:42.533,13,-1.94766,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,401
Mon.May.02.2022 13:17:42.549,13,-1.95849,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,402
Mon.May.02.2022 13:17:42.549,13,-1.97044,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,402
Mon.May.02.2022 13:17:42.664,13,-1.9835,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,403
Mon.May.02.2022 13:17:42.664,13,-1.99767,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,403
Mon.May.02.2022 13:17:42.664,13,-2.01274,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,403
Mon.May.02.2022 13:17:42.664,13,-2.02867,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,403
Mon.May.02.2022 13:17:42.664,13,-2.04562,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,403
Mon.May.02.2022 13:17:42.680,13,-2.06357,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,404
Mon.May.02.2022 13:17:42.680,13,-2.08256,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,404
Mon.May.02.2022 13:17:42.680,13,-2.08256,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,404
Mon.May.02.2022 13:17:42.680,13,-2.10253,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,404
Mon.May.02.2022 13:17:42.696,13,-2.12346,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,405
Mon.May.02.2022 13:17:42.696,13,-2.14531,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,405
Mon.May.02.2022 13:17:42.827,13,-2.16808,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,406
Mon.May.02.2022 13:17:42.834,13,-2.19174,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,406
Mon.May.02.2022 13:17:42.834,13,-2.21633,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,406
Mon.May.02.2022 13:17:42.834,13,-2.24177,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,406
Mon.May.02.2022 13:17:42.834,13,-2.26801,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,406
Mon.May.02.2022 13:17:42.834,13,-2.29503,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,406
Mon.May.02.2022 13:17:42.849,13,-2.32289,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,407
Mon.May.02.2022 13:17:42.849,13,-2.32289,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,407
Mon.May.02.2022 13:17:42.849,13,-2.32289,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,407
Mon.May.02.2022 13:17:42.849,13,-2.35139,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,407
Mon.May.02.2022 13:17:42.865,13,-2.38066,MCU is reading properly,253,-12,G,1.00 kHz,1.03 Hz,0,408
Mon.May.02.2022 13:17:42.981,13,-2.41058,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,409
Mon.May.02.2022 13:17:42.981,13,-2.44112,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,409
Mon.May.02.2022 13:17:42.981,13,-2.47215,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,409
Mon.May.02.2022 13:17:42.981,13,-2.50371,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,409
Mon.May.02.2022 13:17:42.997,13,-2.53578,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,410
Mon.May.02.2022 13:17:42.997,13,-2.56841,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,410
Mon.May.02.2022 13:17:42.997,13,-2.60156,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,410
Mon.May.02.2022 13:17:42.997,13,-2.6351,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,410
Mon.May.02.2022 13:17:43.012,13,-2.6351,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,411
Mon.May.02.2022 13:17:43.012,13,-2.66888,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,411
Mon.May.02.2022 13:17:43.012,13,-2.70296,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,411
Mon.May.02.2022 13:17:43.128,13,-2.73729,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,412
Mon.May.02.2022 13:17:43.135,13,-2.77193,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,412
Mon.May.02.2022 13:17:43.135,13,-2.80664,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,412
Mon.May.02.2022 13:17:43.135,13,-2.84147,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,412
Mon.May.02.2022 13:17:43.135,13,-2.87638,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,412
Mon.May.02.2022 13:17:43.135,13,-2.91132,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,412
Mon.May.02.2022 13:17:43.150,13,-2.94625,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,413
Mon.May.02.2022 13:17:43.150,13,-2.94625,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,413
Mon.May.02.2022 13:17:43.150,13,-2.98112,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,413
Mon.May.02.2022 13:17:43.150,13,-2.98112,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,413
Mon.May.02.2022 13:17:43.166,13,-3.01557,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,414
Mon.May.02.2022 13:17:43.297,13,-3.05019,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,415
Mon.May.02.2022 13:17:43.297,13,-3.08461,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,415
Mon.May.02.2022 13:17:43.297,13,-3.11879,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,415
Mon.May.02.2022 13:17:43.297,13,-3.15269,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,415
Mon.May.02.2022 13:17:43.313,13,-3.18626,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,416
Mon.May.02.2022 13:17:43.313,13,-3.21945,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,416
Mon.May.02.2022 13:17:43.313,13,-3.25223,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,416
Mon.May.02.2022 13:17:43.313,13,-3.28455,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,416
Mon.May.02.2022 13:17:43.329,13,-3.31636,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,417
Mon.May.02.2022 13:17:43.335,13,-3.31636,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,417
Mon.May.02.2022 13:17:43.446,13,-3.34762,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,418
Mon.May.02.2022 13:17:43.452,13,-3.3783,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,418
Mon.May.02.2022 13:17:43.457,13,-3.40844,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,419
Mon.May.02.2022 13:17:43.461,13,-3.43781,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,419
Mon.May.02.2022 13:17:43.464,13,-3.46648,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,419
Mon.May.02.2022 13:17:43.470,13,-3.4944,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,420
Mon.May.02.2022 13:17:43.473,13,-3.52154,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,420
Mon.May.02.2022 13:17:43.477,13,-3.54785,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,420
Mon.May.02.2022 13:17:43.484,13,-3.57331,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,421
Mon.May.02.2022 13:17:43.488,13,-3.57331,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,421
Mon.May.02.2022 13:17:43.494,13,-3.5978,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,422
Mon.May.02.2022 13:17:43.498,13,-3.5978,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,422
Mon.May.02.2022 13:17:43.606,13,-3.62137,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,423
Mon.May.02.2022 13:17:43.610,13,-3.644,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,423
Mon.May.02.2022 13:17:43.613,13,-3.66558,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,423
Mon.May.02.2022 13:17:43.618,13,-3.68622,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,424
Mon.May.02.2022 13:17:43.622,13,-3.70582,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,424
Mon.May.02.2022 13:17:43.625,13,-3.7243,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,424
Mon.May.02.2022 13:17:43.630,13,-3.7417,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,425
Mon.May.02.2022 13:17:43.634,13,-3.75799,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,425
Mon.May.02.2022 13:17:43.638,13,-3.77316,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,425
Mon.May.02.2022 13:17:43.754,13,-3.78718,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,426
Mon.May.02.2022 13:17:43.757,13,-3.78718,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,426
Mon.May.02.2022 13:17:43.757,13,-3.80003,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,426
Mon.May.02.2022 13:17:43.757,13,-3.81174,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,426
Mon.May.02.2022 13:17:43.757,13,-3.82221,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,426
Mon.May.02.2022 13:17:43.773,13,-3.83146,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,427
Mon.May.02.2022 13:17:43.773,13,-3.83954,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,427
Mon.May.02.2022 13:17:43.773,13,-3.84647,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,427
Mon.May.02.2022 13:17:43.773,13,-3.8521,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,427
Mon.May.02.2022 13:17:43.773,13,-3.85642,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,427
Mon.May.02.2022 13:17:43.789,13,-3.85942,MCU is reading properly,253,-12,G,1.00 kHz,1.00 Hz,0,428
